"","4349788","4370747","4456889","4128270"
"683",0,1518,0,0
"684",0,109,1409,0
"685",0,0,0,1518
"686",0,0,1518,0
"687",0,1518,0,0
"688",0,1518,0,0
"689",0,1518,0,0
"690",0,1518,0,0
"691",0,1518,0,0
"692",0,1518,0,0
"693",0,1518,0,0
"694",1518,0,0,0
"695",0,1518,0,0
"696",0,1518,0,0
"697",0,0,0,1518
"698",0,1518,0,0
"699",0,0,0,1518
"700",0,0,1518,0
"701",0,1519,0,0
"702",0,1519,0,0
"703",1519,0,0,0
"704",0,1519,0,0
"705",0,0,1519,0
"706",0,1519,0,0
"707",0,1519,0,0
"708",0,1519,0,0
"709",1519,0,0,0
"710",0,1519,0,0
"711",1519,0,0,0
"712",0,0,0,1519
"713",0,0,1519,0
"714",0,1519,0,0
"715",0,1519,0,0
"716",0,0,1519,0
"717",0,1519,0,0
"718",0,1519,0,0
"719",0,1519,0,0
"720",0,0,0,1519
"721",0,0,0,1519
"722",0,0,0,1519
"723",0,1519,0,0
"724",1519,0,0,0
"725",0,1519,0,0
"726",1519,0,0,0
"727",0,1519,0,0
"728",0,1519,0,0
"729",0,1519,0,0
"730",0,1519,0,0
"731",0,1519,0,0
"732",0,1519,0,0
"733",0,1519,0,0
"734",0,1519,0,0
"735",0,0,0,1519
"736",0,0,1519,0
"737",0,1519,0,0
"738",0,1519,0,0
"739",0,1519,0,0
"740",0,1519,0,0
"741",0,1519,0,0
"742",1519,0,0,0
"743",0,1519,0,0
"744",0,0,1519,0
"745",0,0,0,1519
"746",0,1519,0,0
"747",0,0,1519,0
"748",0,0,0,1519
"749",0,0,1519,0
"750",0,1519,0,0
"751",0,1519,0,0
"752",0,1519,0,0
"753",0,1519,0,0
"754",0,1519,0,0
"755",0,0,1519,0
"756",0,1519,0,0
"757",1519,0,0,0
"758",0,1519,0,0
"759",0,0,1519,0
"760",0,0,0,1519
"761",0,0,0,1519
"762",0,1519,0,0
"763",0,1519,0,0
"764",0,1519,0,0
"765",0,1519,0,0
"766",0,1519,0,0
"767",0,1519,0,0
"768",0,0,1519,0
"769",1519,0,0,0
"770",0,1519,0,0
"771",0,0,0,1519
"772",0,0,0,1519
"773",0,0,1519,0
"774",0,0,0,1519
"775",0,0,1519,0
"776",0,0,1519,0
"777",1519,0,0,0
"778",1519,0,0,0
"779",0,1519,0,0
"780",1519,0,0,0
"781",0,1519,0,0
"782",0,1519,0,0
"783",0,1519,0,0
"784",0,1519,0,0
"785",0,1519,0,0
"786",0,1519,0,0
"787",0,0,1519,0
"788",0,0,1519,0
"789",0,1519,0,0
"790",0,1519,0,0
"791",1519,0,0,0
"792",0,1519,0,0
"793",0,1519,0,0
"794",0,1519,0,0
"795",0,1519,0,0
"796",0,1519,0,0
"797",0,1519,0,0
"798",1519,0,0,0
"799",0,1519,0,0
"800",0,1519,0,0
