"","4327501","4343834","4349788","4432796","4456889","836394"
"4",0,352,0,10037,0,0
"5",2863,0,1049,0,0,6477
"6",10126,263,0,0,0,0
"7",4305,0,0,0,0,6084
"8",6895,0,0,1345,2149,0
"9",3939,0,1186,0,5264,0
"10",460,0,9929,0,0,0
"11",663,0,0,0,9257,469
"12",0,0,7237,0,3152,0
"13",3048,0,1178,1137,5026,0
"14",0,0,0,1744,8149,496
"15",0,0,5414,2829,2146,0
"16",388,0,0,33,9968,0
"1",0,0,3659,0,6730,0
"2",1548,0,0,6898,1943,0
"3",0,0,0,601,9788,0
"4",2865,0,0,0,7524,0
"5",0,0,0,4040,6349,0
"6",0,0,836,0,9553,0
"7",2018,401,0,5559,2411,0
"8",2942,0,5409,0,2038,0
"9",0,848,0,0,9541,0
"10",0,0,0,8664,0,1725
"11",0,0,0,0,6124,4265
"12",3972,0,0,5182,1235,0
"13",821,0,0,0,9568,0
"14",7619,0,0,0,2770,0
"15",948,0,0,881,0,8560
"16",4207,0,0,0,0,6182
"1",6698,0,0,0,3691,0
"2",1844,0,0,30,753,7762
"3",4733,0,0,0,5656,0
"4",5881,0,0,255,4253,0
"5",7456,0,0,0,1211,1722
"6",1923,0,0,8466,0,0
"7",0,0,0,0,1756,8633
"8",2616,0,5777,0,1996,0
"9",9000,0,0,0,1389,0
"10",0,4403,5986,0,0,0
"11",0,6532,0,719,3138,0
"12",2754,0,1698,0,5937,0
"13",7496,0,0,76,0,2817
"14",1230,0,0,1144,8015,0
"15",2556,0,0,0,6139,1694
"16",3259,0,0,0,5229,1901
"1",1287,0,0,3123,5979,0
"2",0,0,0,91,10298,0
"3",0,0,0,10389,0,0
"4",864,0,0,9525,0,0
"5",6817,0,0,3360,212,0
"6",0,0,0,4493,5896,0
"7",0,3478,876,0,4160,1875
"8",1322,0,992,0,8075,0
"9",847,0,1465,6706,1371,0
"10",3609,0,0,3090,3690,0
"11",0,0,0,3387,7002,0
"12",0,2223,1305,6861,0,0
"13",2916,1974,0,1200,4299,0
"14",5855,0,0,2672,0,1862
"15",92,3483,0,0,6814,0
"16",5372,5017,0,0,0,0
"1",0,0,0,0,10389,0
"2",2988,0,0,608,6793,0
"3",0,0,8399,1990,0,0
"4",3610,0,0,6779,0,0
"5",4813,1193,0,4383,0,0
"6",5564,0,0,0,4825,0
"7",4450,0,0,440,5499,0
"8",3255,0,0,7040,0,94
"9",0,0,2076,0,8313,0
"10",1046,0,0,0,9343,0
"11",1652,0,0,8737,0,0
"12",3564,0,0,0,6825,0
"13",2458,0,0,527,0,7404
"14",5741,0,0,0,4648,0
"15",7032,2515,0,0,0,842
"16",5368,0,2414,0,0,2607
"1",0,588,0,0,9801,0
"2",0,0,669,7196,0,2524
"3",880,0,0,0,6866,2643
"4",5215,2628,0,0,2546,0
"5",10389,0,0,0,0,0
"6",374,0,4737,0,5278,0
"7",3244,0,0,4891,2254,0
"8",6743,0,3646,0,0,0
"9",0,0,4112,0,6277,0
"10",6756,0,0,0,3633,0
"11",0,2060,0,7147,1182,0
"12",1676,0,0,0,8713,0
"13",7570,0,0,0,2819,0
"14",0,154,7156,185,2894,0
"15",0,0,0,6969,3420,0
"16",0,0,0,0,10389,0
"1",3213,0,0,4103,3073,0
"2",2483,0,0,3901,4005,0
"3",0,0,0,0,10389,0
"4",5225,0,0,0,5164,0
"5",644,0,0,8528,0,1217
"6",5180,0,0,0,0,5209
"7",0,0,5746,0,4643,0
"8",1461,0,0,7466,1462,0
"9",7542,0,0,2847,0,0
"10",7182,0,0,0,3207,0
"11",1064,0,0,7929,1396,0
"12",0,0,8734,0,1655,0
"13",1734,0,0,0,8655,0
"14",517,0,0,80,9108,684
"15",0,0,3150,14,7225,0
"16",0,1905,0,736,7748,0
"1",7356,3033,0,0,0,0
"2",0,0,0,8578,1811,0
"3",686,8424,0,1279,0,0
"4",1768,5012,0,3609,0,0
"5",7113,0,617,2659,0,0
"6",957,0,4608,4824,0,0
"7",0,0,2031,0,8358,0
"8",0,0,0,0,8037,2352
"9",4567,0,0,547,5275,0
"10",6580,0,0,3809,0,0
"11",1494,0,0,3182,5713,0
"12",0,0,592,0,9797,0
"13",9114,0,0,0,1275,0
"14",3418,0,5571,1400,0,0
"15",6886,0,0,0,661,2842
"16",0,0,4642,0,3256,2491
"1",406,3616,534,0,5833,0
"2",2321,0,0,8068,0,0
"3",0,0,0,6564,3274,551
"4",0,0,0,6505,3884,0
"5",10075,0,314,0,0,0
"6",8524,0,887,978,0,0
"7",5689,0,0,0,2459,2241
"8",0,0,9253,0,1136,0
"9",389,3512,0,6488,0,0
"10",848,0,0,0,1469,8072
"11",8723,0,0,894,158,614
"12",3626,0,0,650,6113,0
"13",222,0,0,8540,347,1280
"14",1019,0,0,5109,4261,0
"15",4976,0,1780,3633,0,0
"16",1606,0,0,0,8783,0
"1",0,0,0,8387,0,2002
"2",0,0,8905,0,1484,0
"3",0,0,6999,3354,36,0
"4",278,0,0,7533,0,2578
"5",4514,2053,0,0,3822,0
"6",4960,0,0,0,2151,3278
"7",2842,0,2140,3658,1749,0
"8",0,0,0,0,10389,0
"9",0,0,0,0,10389,0
"10",1155,0,0,2514,6720,0
"11",2437,0,0,0,7952,0
"12",0,0,0,5600,4789,0
"13",0,0,0,10389,0,0
"14",6749,0,0,2810,830,0
"15",5901,0,0,0,1739,2749
"16",10273,0,0,0,0,116
"1",3984,2282,0,0,4123,0
"2",7915,0,0,2474,0,0
"3",0,0,5205,0,5184,0
"4",87,0,0,3264,7038,0
"5",2555,0,0,2097,5737,0
"6",1203,5750,0,480,2956,0
"7",0,0,0,9285,1104,0
"8",0,286,0,7470,2633,0
"9",6416,0,0,0,3973,0
"10",9125,0,0,1264,0,0
"11",0,0,0,0,3983,6406
"12",2189,0,0,8200,0,0
"13",5232,0,0,0,5157,0
"14",8673,0,0,1716,0,0
"15",0,6022,0,0,0,4367
"16",10389,0,0,0,0,0
"1",1465,0,3632,0,5292,0
"2",0,0,0,0,10389,0
"3",5861,0,1375,3153,0,0
"4",6077,0,4312,0,0,0
"5",3918,0,0,0,6471,0
"6",10389,0,0,0,0,0
"7",8,269,0,10112,0,0
"8",0,0,1378,1241,7770,0
"9",0,5096,0,0,5293,0
"10",0,0,5936,4453,0,0
"11",0,0,685,8383,1321,0
"12",0,0,0,0,7285,3104
"13",0,7061,0,3328,0,0
"14",5857,0,1981,482,2069,0
"15",4364,0,0,4374,1651,0
"16",7736,0,0,1959,694,0
"1",0,0,0,8458,1931,0
"2",10389,0,0,0,0,0
"3",6138,0,0,4251,0,0
"4",3412,865,1246,0,4866,0
"5",0,0,0,0,5792,4597
"6",0,0,0,1981,2261,6147
"7",0,0,2215,2834,885,4455
"8",3944,0,125,3249,0,3071
"9",0,0,1410,7071,1908,0
"10",934,0,0,2162,7293,0
"11",0,0,0,2500,7889,0
"12",6974,0,0,0,3415,0
"13",9961,0,0,40,0,388
"14",160,0,0,5525,0,4704
"15",6390,0,0,3999,0,0
"16",0,0,1352,0,9037,0
"1",4002,0,0,6226,161,0
"2",0,0,2326,0,8063,0
"3",0,0,5981,0,4408,0
"4",1309,0,0,0,9080,0
"5",5574,0,0,2878,1937,0
"6",0,0,0,7570,2819,0
"7",0,0,8085,786,1518,0
"8",0,0,9524,0,865,0
"9",0,0,0,4088,6301,0
"10",3835,6517,0,0,0,37
"11",7618,0,1761,0,1010,0
"12",0,0,0,0,10389,0
"13",1048,0,0,6255,3086,0
"14",0,0,0,1860,2054,6475
"15",5100,4211,1078,0,0,0
"16",368,0,0,0,10021,0
"1",1827,0,0,0,6025,2537
"2",5406,0,1878,3105,0,0
"3",0,0,0,9350,1039,0
"4",0,0,0,6974,3415,0
"5",4147,0,3985,0,2257,0
"6",271,0,0,3119,6999,0
"7",3791,0,0,3980,2618,0
"8",0,7775,0,0,2614,0
"9",1569,0,0,0,8820,0
"10",0,6997,0,0,3392,0
"11",0,0,4719,5670,0,0
"12",10389,0,0,0,0,0
"13",0,402,0,0,417,9570
"14",0,0,0,5247,5142,0
"15",5476,0,0,0,0,4913
"16",6223,0,0,1758,2408,0
"1",6930,0,0,3459,0,0
"2",0,0,0,10389,0,0
"3",0,0,444,2269,7676,0
"4",6622,864,0,2903,0,0
"5",0,0,0,0,10389,0
"6",0,0,0,0,7184,3205
"7",0,10389,0,0,0,0
"8",0,0,0,3522,6867,0
"9",9094,0,0,0,1295,0
"10",7067,0,0,1375,1947,0
"11",6407,0,0,2994,0,988
"12",4012,0,3751,0,2626,0
"13",10389,0,0,0,0,0
"14",0,0,5888,800,3701,0
"15",10065,0,0,0,324,0
"16",6532,0,3857,0,0,0
"1",4717,0,0,870,4802,0
"2",73,0,0,4238,6078,0
"3",0,0,0,0,10389,0
"4",3149,0,979,6261,0,0
"5",0,0,0,10236,153,0
"6",0,0,0,6289,1734,2366
"7",0,0,0,0,10389,0
"8",0,0,6410,386,0,3593
"9",3398,0,0,0,6991,0
"10",2412,0,0,0,3378,4599
"11",0,0,0,0,10389,0
"12",0,0,1259,0,8459,671
"13",0,0,7109,0,0,3280
"14",0,0,0,0,4934,5455
"15",5226,0,938,0,4225,0
"16",3853,0,0,6536,0,0
"1",4630,0,3720,0,2039,0
"2",0,1178,0,5633,3578,0
"3",1448,0,0,860,8081,0
"4",4747,0,0,5642,0,0
"5",5245,0,0,4675,469,0
"6",2227,0,0,0,2636,5526
"7",8571,0,1818,0,0,0
"8",0,0,4579,5810,0,0
"9",9157,0,0,0,1232,0
"10",10389,0,0,0,0,0
"11",0,0,6554,2797,1038,0
"12",0,9166,0,328,895,0
"13",0,0,8297,0,0,2092
"14",0,0,0,0,10389,0
"15",0,0,3108,125,7156,0
"16",0,0,5207,0,5182,0
"1",7851,0,0,2538,0,0
"2",1998,0,0,0,8391,0
"3",1531,0,8858,0,0,0
"4",5972,0,0,286,4131,0
"5",8493,0,0,0,172,1724
"6",8443,0,0,1761,185,0
"7",1207,0,0,9182,0,0
"8",0,0,559,9830,0,0
"9",4932,0,0,5457,0,0
"10",3502,2114,0,4773,0,0
"11",0,8,0,0,10381,0
"12",4960,0,0,0,2917,2512
"13",6150,0,0,4239,0,0
"14",1713,6985,0,0,1691,0
"15",0,0,0,0,3857,6532
"16",500,0,0,7581,2308,0
"1",5605,0,0,0,4784,0
"2",3499,0,6062,828,0,0
"3",6867,0,0,1891,1631,0
"4",7534,718,0,0,0,2137
"5",8048,0,1702,626,0,13
"6",6221,0,0,4168,0,0
"7",0,0,0,2186,8203,0
"8",0,1337,126,0,5536,3390
"9",7160,0,0,0,3229,0
"10",5078,0,0,1479,3832,0
"11",5825,0,1596,2968,0,0
"12",0,0,0,10389,0,0
"13",1105,0,0,9284,0,0
"14",2239,0,0,2661,5489,0
"15",810,0,0,7506,0,2073
"16",0,0,3019,0,7370,0
"1",1586,5147,0,0,3656,0
"2",442,2813,5382,0,1752,0
"3",3245,0,0,2797,0,4347
"4",5903,0,4486,0,0,0
"5",5664,4725,0,0,0,0
"6",8268,0,0,0,2121,0
"7",0,0,0,10389,0,0
"8",0,1160,0,4710,4519,0
"9",9367,0,0,0,1022,0
"10",0,0,0,803,3823,5763
"11",10389,0,0,0,0,0
"12",10358,0,0,0,0,31
"13",3137,0,3945,1916,1391,0
"14",980,0,704,0,0,8705
"15",3141,3424,627,0,3197,0
"16",0,10389,0,0,0,0
"1",0,0,0,4845,5544,0
"2",2886,0,0,7503,0,0
"3",7517,0,0,0,2872,0
"4",464,0,641,9284,0,0
"5",0,0,1826,892,7671,0
"6",5763,0,0,3077,1442,107
"7",0,0,0,0,7592,2797
"8",2627,0,0,0,7762,0
"9",1033,0,3319,0,0,6037
"10",2126,0,0,6099,2164,0
"11",0,0,0,10389,0,0
"12",3051,0,0,7338,0,0
"13",1187,4020,0,4407,0,775
"14",0,0,5425,0,2227,2737
"15",9772,0,0,0,0,617
"16",0,0,0,0,10389,0
"1",5484,0,0,393,4512,0
"2",2581,0,7808,0,0,0
"3",0,0,7620,1489,1280,0
"4",8511,0,0,0,1878,0
"5",0,0,0,10389,0,0
"6",0,0,0,2648,0,7741
"7",0,0,0,0,8384,2005
"8",0,0,0,1632,8757,0
"9",5355,0,0,0,5034,0
"10",10389,0,0,0,0,0
"11",4018,0,0,3320,3051,0
"12",0,0,0,5706,2619,2064
"13",0,0,0,0,6334,4055
"14",0,0,0,3355,5592,1442
"15",5692,0,0,0,4697,0
"16",0,0,0,4041,1723,4625
"1",4012,0,0,2063,3200,1114
"2",1701,0,0,0,4641,4047
"3",0,0,0,10389,0,0
"4",8656,0,0,285,0,1448
"5",9775,0,0,0,614,0
"6",0,3434,0,0,1087,5868
"7",4624,0,0,801,4964,0
"8",707,0,0,6816,0,2866
"9",9478,0,0,0,911,0
"10",1094,0,0,9295,0,0
"11",0,0,0,0,9793,596
"12",5133,0,4829,0,0,427
"13",3868,0,0,0,6521,0
"14",0,0,0,2854,7001,534
"15",0,0,2647,121,6403,1218
"16",1235,0,9154,0,0,0
"1",3426,0,0,6963,0,0
"2",400,381,0,2273,0,7335
"3",4687,0,0,0,5702,0
"4",0,0,0,0,10389,0
"5",1678,0,0,0,8711,0
"6",0,0,0,10389,0,0
"7",0,0,0,9660,289,440
"8",0,0,0,1091,8105,1193
"9",0,0,9487,46,0,856
"10",0,0,0,0,6223,4166
"11",0,0,0,2783,3038,4568
"12",0,0,5885,4292,212,0
"13",2347,0,0,6019,2023,0
"14",9678,0,0,711,0,0
"15",0,0,9110,1279,0,0
"16",3267,0,0,0,7122,0
"1",1821,4031,3777,760,0,0
"2",7592,0,0,0,2797,0
"3",0,0,0,9611,778,0
"4",1470,0,8919,0,0,0
"5",2815,0,0,5928,1646,0
"6",5464,0,4925,0,0,0
"7",10039,0,0,350,0,0
"8",8153,0,0,2236,0,0
"9",7240,0,0,3149,0,0
"10",0,0,0,2661,7728,0
"11",6224,0,0,4165,0,0
"12",0,0,0,4814,3346,2229
"13",8952,0,0,0,1437,0
"14",8308,0,0,1016,1065,0
"15",0,0,2609,1845,5935,0
"16",3926,0,5520,943,0,0
"1",0,0,0,10302,0,87
"2",0,0,3903,4170,2316,0
"3",10171,0,0,0,0,218
"4",4300,4931,0,0,0,1158
"5",0,0,0,7932,2457,0
"6",2424,0,0,1289,6676,0
"7",1091,2093,0,0,6558,647
"8",0,0,1065,0,0,9324
"9",0,6087,0,4129,173,0
"10",0,0,0,0,5908,4481
"11",0,194,0,0,10195,0
"12",0,0,1132,0,3224,6033
"13",177,1984,8228,0,0,0
"14",0,5232,0,5157,0,0
"15",7982,0,0,788,1619,0
"16",4974,0,0,5415,0,0
"1",10389,0,0,0,0,0
"2",0,0,1673,7037,1679,0
"3",923,0,0,9466,0,0
"4",0,0,0,10389,0,0
"5",0,0,1735,2159,6495,0
"6",5534,0,0,0,4855,0
"7",0,0,0,3028,7361,0
"8",4032,0,0,0,4005,2352
"9",4251,0,0,6138,0,0
"10",9340,1049,0,0,0,0
"11",0,0,4786,5603,0,0
"12",10028,0,0,361,0,0
"13",0,0,8921,0,0,1468
"14",6688,3009,0,692,0,0
"15",0,0,0,5051,4160,1178
"16",53,0,0,10336,0,0
"1",0,4328,0,2155,3906,0
"2",4883,0,0,0,0,5506
"3",295,1985,0,2029,5086,994
"4",1668,0,0,4160,3528,1033
"5",2708,0,0,3891,0,3790
"6",0,0,0,0,3333,7056
"7",0,0,0,3625,6764,0
"8",3851,0,0,2159,4379,0
"9",0,1774,6659,0,1956,0
"10",4020,0,0,6369,0,0
"11",0,0,3394,2188,0,4807
"12",1328,4105,0,0,4956,0
"13",4536,1719,0,4134,0,0
"14",927,0,7793,1669,0,0
"15",0,0,470,7458,0,2461
"16",5007,0,3295,304,1783,0
"1",0,0,0,8351,1310,728
"2",7430,0,0,2959,0,0
"3",0,0,8356,1879,154,0
"4",8159,0,0,2230,0,0
"5",0,0,151,10238,0,0
"6",3063,0,0,4304,0,3022
"7",9688,0,0,139,562,0
"8",2657,0,0,7143,589,0
"9",4562,0,0,0,1734,4093
"10",9199,0,0,0,1190,0
"11",7724,320,0,0,2345,0
"12",1423,0,0,1033,0,7933
"13",5648,0,0,4741,0,0
"14",10389,0,0,0,0,0
"15",5342,0,0,3863,1184,0
"16",9500,0,0,42,847,0
"1",2344,0,0,0,8045,0
"2",1446,0,0,0,8943,0
"3",3153,0,0,0,5947,1289
"4",7967,0,0,98,2324,0
"5",5021,0,0,5368,0,0
"6",8259,0,0,2130,0,0
"7",1958,0,0,8431,0,0
"8",2686,0,4827,0,2876,0
"9",0,960,0,8234,1195,0
"10",550,2038,1853,3105,2843,0
"11",5916,0,0,0,4473,0
"12",2872,0,2252,0,5265,0
"13",3922,0,0,0,5806,661
"14",2516,0,0,6142,1731,0
"15",6082,0,3040,0,0,1267
"16",0,613,3179,0,6597,0
"1",0,0,7927,10,2452,0
"2",1179,0,3520,1736,3954,0
"3",0,4413,0,5976,0,0
"4",4984,0,0,5405,0,0
"5",0,8130,0,1752,507,0
"6",0,0,3417,6972,0,0
"7",1987,2584,0,0,2612,3206
"8",3880,6509,0,0,0,0
"9",0,1811,406,8172,0,0
"10",4274,0,4067,0,0,2048
"11",931,0,0,6752,0,2706
"12",9109,0,0,1280,0,0
"13",0,0,0,6969,1181,2239
"14",0,0,0,10389,0,0
"15",13,0,3399,2437,4540,0
"16",0,4101,0,211,6077,0
"1",2553,0,0,0,6011,1825
"2",3986,4678,1556,0,169,0
"3",5987,0,0,2482,0,1920
"4",2015,0,0,1151,7223,0
"5",3114,0,4746,0,2529,0
"6",0,0,6414,3975,0,0
"7",8465,0,0,0,1924,0
"8",4485,0,0,2890,3014,0
"9",1384,0,0,7137,1868,0
"10",0,1843,669,0,1302,6575
"11",0,0,5442,0,2947,2000
"12",1707,0,0,1076,0,7606
"13",0,528,0,8808,1053,0
"14",0,0,0,5379,5010,0
"15",3539,0,0,453,6397,0
"16",1678,0,2825,5886,0,0
"1",0,0,0,3213,7176,0
"2",0,0,0,209,10180,0
"3",305,0,2742,632,6710,0
"4",3388,0,0,334,6667,0
"5",1039,0,9350,0,0,0
"6",0,0,0,9068,1321,0
"7",0,6599,0,3129,661,0
"8",0,6736,0,3653,0,0
"9",0,0,0,10236,153,0
"10",2142,0,0,0,8247,0
"11",7456,0,0,0,0,2933
"12",3866,0,0,0,6523,0
"13",0,0,0,3096,5349,1944
"14",3617,0,0,0,0,6772
"15",0,0,0,1777,6503,2109
"16",7225,0,0,3164,0,0
"1",0,0,137,0,8779,1473
"2",0,0,5172,2999,0,2218
"3",7958,0,0,0,2431,0
"4",1169,0,0,8284,936,0
"5",3275,0,0,742,6372,0
"6",1622,0,1420,0,3992,3355
"7",903,0,0,511,8975,0
"8",5764,0,0,4625,0,0
"9",0,0,0,0,8345,2044
"10",3844,0,0,2161,4384,0
"11",0,0,0,0,10389,0
"12",0,0,3268,4190,2931,0
"13",0,0,0,10389,0,0
"14",312,0,0,6183,3894,0
"15",0,0,0,0,1901,8488
"16",0,0,435,7179,2775,0
"1",3623,2129,0,4637,0,0
"2",0,0,4768,0,2641,2980
"3",0,0,5363,0,0,5026
"4",6942,0,3447,0,0,0
"5",0,0,4745,4102,1542,0
"6",0,0,0,1286,9103,0
"7",2405,0,0,0,7984,0
"8",5839,0,4550,0,0,0
"9",0,0,0,9401,988,0
"10",6654,0,0,3735,0,0
"11",3293,0,0,3371,3725,0
"12",1443,5416,0,0,3530,0
"13",2157,0,0,7518,714,0
"14",5153,0,108,1479,3649,0
"15",0,0,0,8203,0,2186
"16",1799,0,0,0,8590,0
"1",1538,0,0,4086,4765,0
"2",6840,0,0,3549,0,0
"3",10389,0,0,0,0,0
"4",7796,0,2593,0,0,0
"5",8912,1477,0,0,0,0
"6",1732,0,0,3354,5303,0
"7",0,0,0,2002,8387,0
"8",0,0,0,5645,4744,0
"9",4084,0,0,0,0,6305
"10",0,0,0,5002,5387,0
"11",10389,0,0,0,0,0
"12",1677,0,0,8712,0,0
"13",4227,0,0,6162,0,0
"14",0,2116,0,0,1003,7270
"15",0,0,0,2231,8158,0
"16",5384,0,5005,0,0,0
"1",93,0,0,0,0,10296
"2",3639,4870,0,0,1880,0
"3",0,157,0,1497,0,8735
"4",0,0,0,1326,0,9063
"5",0,0,0,0,4371,6018
"6",10195,0,0,194,0,0
"7",9004,0,0,0,1385,0
"8",0,0,6037,4153,199,0
"9",0,0,0,3501,6888,0
"10",6224,0,0,0,1681,2484
"11",8997,0,0,1392,0,0
"12",2836,0,0,6480,1073,0
"13",4083,2782,0,0,3524,0
"14",6596,0,1019,2774,0,0
"15",0,0,0,1209,1717,7463
"16",8199,0,0,1047,1143,0
"1",7202,0,0,2995,192,0
"2",6997,0,0,0,3392,0
"3",871,3917,0,0,0,5601
"4",8933,0,1456,0,0,0
"5",7460,0,1620,1309,0,0
"6",4817,0,0,5572,0,0
"7",683,0,0,1134,8572,0
"8",0,0,0,4897,5492,0
"9",9266,0,1123,0,0,0
"10",10231,0,0,158,0,0
"11",0,0,2563,7826,0,0
"12",0,0,0,0,10389,0
"13",1398,0,0,849,4199,3943
"14",4629,0,0,0,5760,0
"15",6690,0,2120,0,1579,0
"16",0,0,0,0,10389,0
"1",0,0,5626,1111,0,3652
"2",0,4725,0,4513,1151,0
"3",0,0,3152,0,4729,2508
"4",5403,0,4986,0,0,0
"5",0,0,0,4381,6008,0
"6",165,0,0,1022,9202,0
"7",0,0,0,0,10389,0
"8",3066,0,0,3871,3452,0
"9",7004,0,0,3276,0,109
"10",4836,0,1762,0,3791,0
"11",0,0,0,0,0,10389
"12",2638,0,5599,0,2152,0
"13",2703,0,0,0,7060,626
"14",3173,5432,1784,0,0,0
"15",7016,1102,0,814,1457,0
"16",1171,0,0,8361,0,857
"1",5581,0,2607,0,2201,0
"2",2476,0,6622,1291,0,0
"3",2596,0,0,7793,0,0
"4",6037,0,0,1796,2556,0
"5",134,0,4869,2553,2833,0
"6",2311,0,0,8078,0,0
"7",329,24,0,10036,0,0
"8",1468,0,0,5852,3069,0
"9",103,7625,1412,1249,0,0
"10",0,0,0,4797,5592,0
"11",2256,0,0,0,7471,662
"12",6462,0,0,0,3927,0
"13",0,0,2127,0,8262,0
"14",0,0,0,6686,133,3570
"15",0,8164,0,0,2225,0
"16",0,4081,0,4859,1449,0
"1",1169,0,0,0,4671,4549
"2",3602,0,3520,0,3267,0
"3",0,0,2275,0,8114,0
"4",9478,0,0,0,911,0
"5",3211,0,0,0,7178,0
"6",0,0,0,2265,6956,1168
"7",2245,0,0,5885,2259,0
"8",0,0,0,2114,8275,0
"9",8035,0,0,0,2354,0
"10",0,0,0,6631,3758,0
"11",3841,0,0,4951,1597,0
"12",8137,1396,0,856,0,0
"13",0,0,0,8234,2155,0
"14",1537,0,0,0,3571,5281
"15",0,0,0,833,9556,0
"16",3015,0,0,275,7099,0
"1",7558,0,0,2091,740,0
"2",8229,0,0,2160,0,0
"3",4577,0,0,5812,0,0
"4",5519,0,4870,0,0,0
"5",4529,2671,0,1033,0,2156
"6",3143,0,0,0,7246,0
"7",6473,0,0,3916,0,0
"8",0,2266,0,8123,0,0
"9",3547,0,2168,1361,3313,0
"10",439,0,7013,0,0,2937
"11",0,0,1479,0,7519,1391
"12",0,489,6471,3429,0,0
"13",4760,0,0,0,0,5629
"14",33,0,2439,7917,0,0
"15",0,0,3314,1050,6025,0
"16",0,4601,0,4266,1522,0
"1",5964,0,0,1016,0,3409
"2",0,0,0,723,9666,0
"3",8977,0,0,0,1412,0
"4",0,0,0,2724,7665,0
"5",526,0,6301,0,0,3562
"6",4691,0,0,0,5698,0
"7",0,7985,0,2404,0,0
"8",0,0,0,3207,3152,4030
"9",783,0,3548,0,6058,0
"10",0,0,0,0,10389,0
"11",0,0,0,0,10389,0
"12",0,5982,4407,0,0,0
"13",0,0,0,1787,7262,1340
"14",0,0,0,0,10389,0
"15",0,0,0,5702,4687,0
"16",10389,0,0,0,0,0
"1",7884,0,0,2505,0,0
"2",0,0,0,9261,563,565
"3",6135,0,0,0,4254,0
"4",2674,6968,0,0,0,747
"5",0,0,0,3600,6789,0
"6",3778,0,5478,1133,0,0
"7",0,0,0,2285,8104,0
"8",375,0,2834,0,0,7180
"9",8998,0,0,0,1391,0
"10",715,0,2145,0,5104,2425
"11",448,0,0,0,6090,3851
"12",0,0,4209,6180,0,0
"13",5525,369,0,0,2280,2215
"14",4735,0,4211,0,1443,0
"15",4763,1842,0,3784,0,0
"16",0,0,1958,8431,0,0
"1",436,0,0,2995,0,6958
"2",0,0,0,0,10389,0
"3",1430,5694,0,3265,0,0
"4",6729,0,0,3078,0,582
"5",5278,4825,0,286,0,0
"6",0,0,5060,36,0,5293
"7",1235,0,2517,6637,0,0
"8",0,6248,2196,1945,0,0
"9",0,0,0,0,210,10179
"10",0,0,0,1155,0,9234
"11",8642,0,975,0,772,0
"12",0,0,0,10389,0,0
"13",786,8682,0,921,0,0
"14",2132,0,0,8257,0,0
"15",478,0,0,0,9911,0
"16",0,0,0,4404,1173,4812
